Gender,Age,PB1,PB2,PB3,PB4,PB5,PB6,PB7,PB8,PB9,PB10,PB11,PB12,PB13,PB14,PB15,PB16,PB17,PB18,STOPD11,STOPD21,STOPD31,STOPD41,STOPD51,Vitality1,Vitality2,Vitality3,Vitality,Health,NSNFAF,NSNFAS,NSNFSF,NSNFSS,NSNFCF,NSNFCS
Woman,50,61,40,50,52,55,50,53,52,55,59,58,63,62,59,62,55,53,53,57,59,58,59,59,49,66,64,59.67,2,2,4,4,5,4,3
Man,62,100,77,100,58,100,100,90,100,43,100,100,74,97,31,100,100,13,100,100,90,16,86,100,100,83,84,89.00,3,1,4,1,4,4,5
Man,18,52,9,69,58,86,0,48,21,63,45,34,48,89,35,76,24,93,46,94,69,100,44,66,46,62,40,49.33,4,5,2,4,2,5,1
Man,69,34,77,70,25,95,68,49,77,9,82,63,89,61,24,42,64,76,68,61,36,18,70,78,26,22,17,21.67,1,2,4,3,4,2,4
Man,50,51,73,46,68,39,48,89,40,78,87,43,68,34,82,34,40,40,45,82,85,87,82,33,20,26,29,25.00,1,4,2,4,2,3,2
Man,27,100,100,NA,100,100,100,100,100,NA,NA,100,100,100,NA,100,100,100,100,100,100,100,100,100,30,25,34,29.67,1,1,5,1,5,5,3
Woman,50,61,6,42,62,21,64,23,87,45,38,72,10,73,30,83,15,4,14,15,6,12,18,14,35,75,52,54.00,3,3,3,3,2,3,2
Woman,57,78,42,100,66,100,100,100,73,100,94,100,100,100,55,100,100,100,58,18,10,15,53,63,99,100,82,93.67,3,3,4,3,4,3,4
Woman,57,90,0,49,5,0,79,15,84,14,76,82,12,68,15,25,93,0,7,87,84,99,52,5,42,27,46,38.33,3,3,3,3,3,3,3
Woman,61,58,1,40,44,43,80,77,79,19,54,55,74,67,69,82,82,66,76,39,36,36,75,72,47,28,59,44.67,2,2,2,3,3,1,2
Woman,26,53,0,66,92,53,0,100,51,63,10,14,100,15,100,14,81,60,74,80,88,77,50,96,43,31,22,32.00,2,3,3,4,3,3,3
Man,51,100,11,91,50,83,100,61,100,40,100,100,50,100,81,100,100,20,41,50,51,52,50,31,100,72,62,78.00,3,4,3,3,5,5,5
Woman,56,51,3,52,50,71,81,70,74,83,85,3,2,41,48,65,82,3,51,89,94,91,5,93,100,29,78,69.00,2,1,4,2,4,3,5
Woman,56,50,0,0,9,0,51,0,50,71,100,33,0,0,0,0,72,0,0,0,0,0,21,0,100,100,100,100.00,3,1,4,1,2,1,4
Man,56,42,0,87,44,1,100,88,69,51,89,100,49,84,88,60,76,60,65,85,50,50,30,94,54,36,87,59.00,3,3,3,3,4,2,4
Man,61,51,59,64,70,77,32,70,59,76,47,24,86,26,88,50,61,49,68,77,75,86,76,80,30,25,21,25.33,1,4,2,4,3,4,2
Man,47,18,14,29,76,57,56,59,56,54,53,51,51,52,54,54,56,52,52,53,57,51,51,54,64,44,80,62.67,3,3,3,3,3,3,3
Man,63,100,55,83,100,100,100,100,100,100,72,80,70,100,47,68,82,0,51,8,8,10,8,8,100,81,90,90.33,4,1,2,3,3,3,3
Man,69,71,29,89,95,22,97,59,56,42,87,93,86,94,9,21,99,92,78,9,17,9,15,10,94,78,81,84.33,4,2,4,3,4,2,4
Man,22,89,20,100,25,90,100,15,91,9,50,40,9,80,40,80,100,100,10,5,10,11,29,7,100,4,100,68.00,3,2,4,2,2,3,4
Man,68,80,10,50,20,30,90,10,80,20,70,85,15,90,10,95,80,0,10,0,5,5,10,0,95,90,80,88.33,5,1,4,1,5,1,4
Woman,73,60,0,40,30,61,82,71,70,59,62,50,50,60,29,1,91,9,30,9,1,81,19,1,50,30,60,46.67,2,3,2,2,3,3,4
Man,35,74,89,49,29,0,75,59,73,63,65,68,73,69,25,75,83,75,17,4,16,21,9,13,68,60,68,65.33,2,3,4,3,3,2,4
Woman,52,74,20,70,69,92,4,87,23,49,12,12,89,60,97,52,37,9,86,91,87,89,10,90,8,2,2,4.00,1,3,3,4,2,4,1
Woman,51,81,62,79,71,80,80,90,41,75,67,50,53,75,58,62,43,73,72,67,81,82,57,80,44,31,42,39.00,2,3,2,4,2,3,2
Woman,47,72,23,64,13,14,71,11,70,36,82,58,68,83,8,66,81,7,3,6,3,23,5,5,66,55,72,64.33,4,1,5,1,5,2,4
Woman,66,90,7,66,58,11,92,5,11,NA,64,67,NA,100,NA,NA,75,NA,11,2,1,3,4,7,70,64,96,76.67,3,3,4,3,2,3,3
Woman,63,60,28,70,35,40,71,59,54,69,50,51,27,47,21,57,80,60,67,60,53,47,30,41,50,35,19,34.67,2,3,3,2,4,2,3
Woman,59,78,0,70,35,8,100,50,80,58,52,77,41,96,69,100,80,11,49,81,63,100,82,59,56,16,40,37.33,3,3,4,2,4,2,3
Man,46,87,6,81,76,100,100,70,86,90,81,33,16,76,87,64,52,81,52,89,87,65,15,23,71,76,81,76.00,4,3,3,5,3,5,4
Woman,71,2,2,96,0,12,69,2,60,0,31,71,0,27,0,44,55,0,45,2,3,1,18,41,38,30,64,44.00,3,2,4,1,5,3,4
Woman,47,50,65,80,89,10,50,100,80,85,50,50,100,10,50,76,75,6,80,100,83,78,85,97,8,8,9,8.33,1,3,4,3,4,4,3
Woman,31,24,75,70,24,50,100,100,92,57,69,77,13,100,52,84,99,4,50,24,5,0,51,35,93,31,87,70.33,4,4,4,1,1,2,3
Woman,50,70,0,100,60,50,60,90,70,80,80,50,70,50,90,50,40,8,70,70,70,70,60,50,40,40,40,40.00,1,1,3,4,3,3,3
Woman,46,27,0,42,89,17,92,2,2,50,61,29,26,14,62,53,71,100,46,61,11,85,6,41,39,32,20,30.33,2,3,2,1,3,3,3
Man,64,89,12,45,11,11,89,4,48,22,70,76,27,77,3,65,73,10,9,0,0,11,6,0,86,87,89,87.33,5,2,2,2,4,3,3
Woman,53,56,0,100,9,75,92,65,92,100,100,8,100,92,100,92,51,100,100,100,95,100,100,99,0,13,4,5.67,2,4,1,4,3,4,1
Woman,48,89,15,13,6,8,90,2,97,32,100,92,1,100,2,56,100,2,0,2,2,9,1,2,100,100,87,95.67,4,1,5,3,4,1,5
Man,64,80,80,80,80,80,50,80,50,40,40,20,80,40,80,80,50,80,40,80,80,80,80,80,20,51,20,30.33,1,3,2,4,1,4,4
Woman,69,8,2,47,97,94,8,8,52,3,6,77,100,3,95,98,94,83,5,5,7,7,4,100,2,2,2,2.00,1,1,5,5,1,5,2
Woman,49,63,11,58,33,27,81,57,42,80,39,69,31,69,72,49,53,64,41,31,31,30,4,9,87,52,63,67.33,1,2,4,2,5,2,4
Woman,50,50,1,32,9,53,71,41,35,27,74,16,0,52,14,17,58,0,0,0,0,26,0,11,14,17,14,15.00,1,2,3,1,3,1,4
Woman,56,72,2,52,2,38,86,61,54,55,66,54,49,54,59,47,50,51,55,58,54,58,57,54,54,49,61,54.67,3,3,4,3,4,3,3
Woman,75,93,19,83,11,10,81,90,90,36,84,97,88,79,73,60,94,66,81,51,58,62,93,78,79,64,58,67.00,2,3,4,2,4,2,4
Woman,28,35,80,79,81,55,82,66,68,79,78,69,72,69,72,53,76,74,73,49,69,74,75,77,70,71,72,71.00,4,3,4,4,4,4,4
Woman,48,87,0,89,63,57,24,1,89,11,82,77,31,17,0,88,91,9,8,9,8,28,15,31,0,0,14,4.67,1,1,5,1,4,2,3
Man,59,89,13,63,21,19,92,26,92,33,86,91,22,92,20,96,93,4,13,8,5,8,7,6,84,86,96,88.67,4,1,5,1,5,1,4
Man,49,93,2,40,78,25,100,53,100,90,100,66,4,95,2,100,85,70,90,100,90,80,73,61,65,75,63,67.67,3,3,5,5,2,3,4
Man,47,75,50,50,100,60,80,100,80,100,70,70,58,70,85,20,50,100,75,10,20,20,40,50,15,33,33,27.00,1,3,5,4,2,3,3
Man,NA,30,13,30,71,50,29,66,79,40,53,78,41,77,20,80,69,100,18,0,5,14,4,0,60,68,72,66.67,3,1,4,1,5,1,5
Woman,58,100,3,100,3,3,100,3,100,100,100,100,3,100,100,3,98,3,100,100,100,100,100,96,3,3,3,3.00,1,5,1,5,1,5,2
Woman,56,81,80,80,9,1,87,8,82,93,56,11,1,96,11,86,82,4,77,5,6,56,57,53,70,71,73,71.33,3,2,4,2,4,2,4
Man,56,54,11,77,60,46,94,90,63,83,24,60,42,37,64,50,67,12,78,64,66,37,46,88,51,37,39,42.33,2,1,4,3,4,4,2
Woman,65,100,0,100,0,0,60,0,100,0,100,0,0,0,0,70,70,10,0,0,0,0,1,0,100,100,100,100.00,4,1,5,1,5,1,5
Woman,76,53,69,59,52,100,82,50,50,68,54,69,46,53,58,57,63,59,58,24,75,99,35,74,59,61,56,58.67,2,3,3,2,2,3,3
Man,61,89,2,96,69,17,27,77,37,0,67,18,60,2,60,0,75,2,73,91,83,81,20,100,8,16,78,34.00,1,4,3,5,1,3,2
Woman,68,81,0,70,0,2,27,38,76,2,68,89,29,69,2,89,89,0,2,9,0,12,27,9,59,49,79,62.33,2,1,5,2,5,3,5
Woman,64,27,17,59,43,36,80,49,85,39,47,53,47,49,45,42,78,47,53,46,41,32,47,49,59,65,69,64.33,4,2,4,3,3,3,3
Man,78,1,0,1,1,1,60,0,0,0,0,0,0,73,0,0,71,0,0,0,0,0,0,0,71,78,81,76.67,4,1,5,1,5,1,4
Man,50,82,0,84,6,6,80,5,82,15,75,65,1,64,6,50,50,0,1,0,1,3,2,4,75,76,78,76.33,5,1,5,1,3,1,4
Man,62,50,100,82,17,58,40,80,39,50,91,41,55,58,29,60,72,71,30,9,10,11,15,10,76,59,58,64.33,3,1,4,2,3,3,3
Man,75,29,42,74,70,51,83,38,66,74,58,63,86,45,28,36,51,52,49,75,77,63,53,61,41,26,43,36.67,2,3,2,4,2,4,2
Man,74,30,0,4,5,15,22,2,72,50,71,65,2,50,3,75,70,3,1,60,8,6,3,79,78,83,68,76.33,2,4,4,1,4,3,5
Woman,50,62,70,62,45,22,75,41,45,97,56,85,28,89,85,86,100,17,24,15,17,72,24,19,89,79,95,87.67,4,2,4,2,4,2,4
Man,76,70,61,50,17,61,80,40,71,87,92,81,21,61,11,20,71,59,62,71,50,40,46,61,59,21,40,40.00,3,2,3,4,3,3,4
Man,72,51,3,5,8,4,18,19,30,19,50,7,7,73,3,52,52,72,8,9,9,2,9,10,30,9,9,16.00,2,1,5,1,3,1,3
Man,64,100,0,89,5,7,76,13,100,6,100,70,5,100,6,6,54,7,7,27,31,18,15,11,55,28,77,53.33,1,1,5,3,2,1,5
Woman,65,50,1,49,70,50,62,39,71,91,50,50,39,59,2,99,91,50,20,50,50,70,21,51,30,29,50,36.33,2,3,4,3,2,4,3
Woman,69,3,0,46,68,56,79,36,46,70,80,38,38,24,81,51,85,6,14,50,77,56,51,26,13,13,28,18.00,1,2,5,2,4,2,3
Man,65,63,70,71,82,51,100,68,67,33,46,42,47,34,50,64,57,61,29,100,73,100,65,17,10,7,11,9.33,1,1,1,1,2,3,3
Woman,65,71,2,40,1,1,80,1,80,40,100,80,1,81,1,1,91,0,0,0,0,9,6,0,81,100,100,93.67,5,2,4,1,4,2,4
Man,79,100,90,79,2,12,100,55,89,84,94,97,14,77,56,84,59,100,71,9,11,11,10,11,52,100,51,67.67,3,1,5,2,4,2,3
Woman,62,58,8,88,27,50,78,73,67,47,55,65,66,88,49,55,80,8,37,61,68,86,33,49,60,23,85,56.00,3,3,3,4,2,2,3
Man,65,50,0,52,0,0,51,0,50,0,100,50,0,0,0,0,0,0,0,0,0,46,9,0,81,69,77,75.67,3,1,5,1,5,1,5
Woman,67,30,7,89,88,55,16,14,12,6,NA,NA,82,63,89,34,20,NA,93,97,97,73,70,8,2,10,6,6.00,1,3,3,4,3,2,2
Woman,70,60,7,28,16,24,46,14,59,13,76,30,11,31,14,52,77,8,21,41,17,10,9,34,66,70,50,62.00,2,3,4,2,4,3,3
Man,71,40,3,15,76,43,83,16,58,22,44,72,34,45,32,41,62,11,44,52,53,45,22,51,29,32,31,30.67,2,2,2,3,3,3,3
Woman,70,91,40,82,20,44,93,62,84,20,61,74,42,93,21,72,94,20,10,30,12,14,42,22,90,92,93,91.67,4,1,5,1,5,3,4
Woman,66,50,60,60,50,30,60,40,80,20,30,30,40,30,10,20,10,30,10,21,30,20,10,10,40,50,40,43.33,3,2,2,3,4,2,3
Man,73,80,2,19,2,1,2,1,83,1,90,100,1,100,2,1,90,1,1,1,1,1,29,1,100,100,100,100.00,4,2,5,1,4,1,5
Woman,66,100,1,99,1,5,100,63,99,99,71,98,3,98,1,99,99,9,50,2,21,51,31,82,60,61,91,70.67,5,4,2,1,3,3,5
Woman,69,68,0,59,46,2,64,70,53,1,40,82,65,65,4,6,67,0,1,0,0,5,0,63,25,24,26,25.00,2,1,4,3,4,3,3
Woman,79,61,NA,90,NA,7,NA,NA,90,49,81,12,8,17,5,96,86,NA,100,36,5,4,3,50,88,66,74,76.00,4,1,5,1,3,1,4
Man,65,40,4,40,30,60,70,65,60,10,50,35,35,50,20,65,60,0,25,20,5,15,10,15,50,65,60,58.33,3,2,4,1,4,2,4
Woman,67,100,0,100,0,0,50,0,50,0,100,50,0,50,0,100,100,0,0,0,0,19,0,0,50,50,50,50.00,3,1,5,1,5,2,4
Man,82,1,0,0,0,50,80,10,50,50,80,50,10,75,1,100,50,8,49,0,0,20,50,0,75,90,75,80.00,2,4,2,2,4,3,4
Woman,73,100,0,0,0,50,100,0,100,0,100,100,0,100,0,100,100,0,0,0,0,17,50,0,100,100,100,100.00,3,1,5,2,4,1,5
Man,72,81,6,72,14,52,94,10,81,51,68,69,39,79,12,81,80,6,32,8,10,10,12,14,62,83,79,74.67,4,1,5,2,4,1,4
Woman,65,100,10,70,3,10,81,18,57,16,34,39,7,69,30,34,17,4,4,1,1,1,9,1,82,89,91,87.33,3,1,5,1,5,1,4
Woman,65,71,40,40,40,61,82,61,40,82,60,51,71,40,81,40,41,71,72,51,40,41,29,81,40,61,29,43.33,4,3,2,3,3,2,4
Woman,77,40,4,50,39,61,71,50,71,82,49,61,39,61,81,50,71,71,50,80,72,82,71,50,39,29,38,35.33,3,2,2,3,3,2,4
Man,76,10,0,1,1,1,70,1,51,0,100,51,1,51,0,9,50,0,0,0,3,10,0,0,50,50,62,54.00,2,2,4,1,4,2,3
Man,69,77,1,50,73,39,77,20,82,50,70,75,14,62,4,91,79,16,3,3,5,50,50,2,81,76,79,78.67,3,3,4,3,4,2,4
Woman,73,81,1,39,39,91,50,1,50,50,50,49,19,19,51,39,60,1,2,2,1,3,28,2,41,60,60,53.67,3,3,4,3,3,2,4
Woman,66,84,21,25,21,12,92,46,80,81,53,53,66,73,21,71,95,31,49,NA,NA,5,NA,NA,90,91,93,91.33,3,2,4,1,4,2,4
Woman,76,9,1,47,9,27,52,22,35,10,24,20,8,34,24,12,72,9,60,30,31,43,33,42,32,10,23,21.67,1,2,4,3,3,3,3
Woman,72,82,1,91,1,92,92,1,100,8,81,99,1,100,1,100,100,1,100,50,30,1,1,1,71,71,81,74.33,3,3,3,3,4,2,4
Woman,65,100,10,100,0,0,50,0,70,0,80,100,0,70,0,70,70,0,0,0,0,0,0,0,100,100,100,100.00,4,1,5,1,5,1,5
Woman,73,6,7,59,2,81,29,9,54,16,79,81,11,26,11,54,88,10,59,50,13,13,13,11,86,88,73,82.33,2,2,2,2,4,3,4
Woman,73,0,0,50,0,99,0,0,51,0,50,0,0,49,0,49,49,0,0,51,0,0,0,100,0,0,0,0.00,2,1,5,1,3,1,5
Woman,67,50,0,81,0,20,81,9,82,1,92,51,20,50,1,50,82,1,1,0,0,0,0,0,71,72,73,72.00,3,2,5,1,4,1,4
Woman,66,65,3,100,9,10,25,9,30,92,26,29,9,16,24,88,100,32,47,20,20,53,36,18,12,15,23,16.67,1,3,3,4,3,3,3
Woman,78,79,9,37,0,0,83,7,65,29,66,63,4,62,0,25,56,0,6,5,0,23,8,6,67,63,67,65.67,2,2,4,1,4,1,4
Woman,75,22,12,55,27,64,50,25,59,69,37,41,15,43,14,24,62,25,53,13,24,40,37,29,65,67,70,67.33,2,2,4,1,3,1,4
Woman,68,34,2,21,45,20,12,8,20,2,39,17,36,19,17,35,10,23,8,3,7,7,3,7,5,5,12,7.33,2,2,4,2,4,3,3
Man,28,33,40,13,61,41,17,25,NA,69,20,41,10,12,54,64,23,13,16,65,41,35,60,22,74,27,63,54.67,2,3,3,4,1,2,5
Man,39,96,22,49,0,68,63,81,0,100,53,69,7,55,69,0,1,23,18,71,78,60,1,100,54,0,0,18.00,1,3,4,4,2,4,4
Woman,42,80,71,85,94,51,24,81,33,93,93,62,94,33,53,31,49,93,55,87,96,93,64,98,51,31,38,40.00,1,4,4,3,2,3,4
Man,64,91,18,80,2,3,82,5,94,98,99,95,2,96,2,48,100,3,3,1,1,1,1,39,51,51,89,63.67,2,1,5,1,5,1,5
Woman,56,67,91,51,83,81,12,88,21,76,21,16,80,65,74,16,63,1,0,94,91,93,72,100,18,17,21,18.67,2,5,3,3,1,4,4
Woman,37,69,100,100,100,100,100,18,100,100,100,8,100,69,100,100,2,74,5,100,15,90,66,71,14,9,12,11.67,1,5,1,3,3,3,2
Man,35,50,25,30,70,80,83,60,75,40,50,30,40,80,30,90,90,25,30,15,5,5,5,25,84,77,78,79.67,4,2,5,1,3,3,2
Man,64,22,17,NA,NA,NA,17,21,8,12,7,2,3,NA,NA,NA,NA,NA,NA,13,12,13,8,9,NA,NA,NA,NA,2,2,2,2,3,2,2
Man,66,21,0,0,39,81,72,2,1,61,40,9,19,29,15,62,80,21,22,0,59,20,8,0,0,70,29,33.00,1,3,4,2,4,2,3
Woman,75,7,2,2,10,10,10,3,0,33,25,20,8,10,6,7,44,7,11,2,5,0,15,3,65,37,36,46.00,2,2,4,3,3,1,3
Woman,56,92,3,28,2,2,62,8,63,1,92,1,11,93,3,49,85,9,8,9,4,6,4,26,39,66,65,56.67,5,1,5,1,5,1,5
Man,69,76,5,46,84,77,29,3,89,51,73,77,13,48,6,66,79,54,6,25,5,41,7,3,26,12,61,33.00,1,2,4,1,5,1,4
Woman,58,25,8,58,6,13,100,76,61,37,33,68,14,83,10,48,56,9,90,88,87,76,91,57,62,67,73,67.33,3,2,3,3,4,2,3
Woman,78,50,2,6,1,9,70,49,82,71,80,80,20,61,59,61,61,27,8,1,2,9,30,3,82,71,71,74.67,4,3,4,2,4,2,4
Woman,71,25,90,100,100,100,10,100,19,86,93,9,100,19,12,13,11,9,100,100,100,100,46,100,16,13,5,11.33,1,4,2,5,3,5,1
Man,65,20,3,92,11,7,17,1,83,23,61,66,2,90,11,82,79,68,8,3,1,1,10,3,83,83,82,82.67,3,1,5,1,5,1,5
Woman,81,100,1,71,1,9,71,10,92,1,100,19,5,81,2,100,100,0,92,0,0,3,0,0,90,81,81,84.00,3,1,5,1,5,1,3
Woman,68,50,50,50,84,81,18,86,68,21,61,17,82,86,53,39,30,82,79,76,75,74,77,44,26,26,26,26.00,2,4,3,3,4,4,2
Man,68,80,2,46,70,2,100,51,83,2,2,48,2,49,2,50,69,100,67,2,2,2,2,72,81,71,76,76.00,3,1,4,1,4,1,4
Woman,69,71,52,39,4,3,20,7,2,4,100,95,2,100,2,2,92,7,7,9,34,35,2,4,14,8,35,19.00,3,3,4,1,5,3,4
Woman,70,100,NA,NA,NA,NA,89,NA,100,21,81,100,NA,100,NA,NA,100,NA,NA,0,0,0,0,0,45,0,49,31.33,3,2,5,1,5,1,4
Man,NA,100,0,0,100,0,73,0,100,100,100,100,0,100,0,100,100,0,0,0,0,0,NA,NA,100,100,100,100.00,2,1,5,1,5,1,5
Man,69,70,0,20,39,82,61,8,92,1,88,72,1,83,5,49,70,27,7,1,1,10,3,5,60,71,81,70.67,2,1,5,1,4,2,4
Man,65,100,100,100,34,16,88,13,84,92,56,83,16,79,28,52,45,71,24,0,0,19,0,0,93,90,89,90.67,5,2,4,1,5,2,4
Woman,65,70,0,50,0,0,50,0,70,0,40,50,0,40,0,60,60,0,0,0,0,0,2,0,60,60,70,63.33,4,3,5,1,5,1,5
Man,67,85,5,42,17,18,63,26,39,32,32,84,12,96,8,95,82,11,76,69,7,7,18,25,50,49,34,44.33,2,1,4,1,4,1,4
Man,67,50,9,20,31,69,62,50,72,72,70,39,61,40,61,30,41,81,62,72,72,82,51,51,20,10,20,16.67,1,2,3,3,4,3,2
Woman,67,50,52,33,24,29,72,11,73,70,35,31,78,63,15,13,87,59,34,86,11,8,16,23,60,27,31,39.33,2,3,2,4,3,4,3
Woman,73,81,0,62,29,41,92,30,92,61,72,50,30,90,18,9,80,10,9,1,1,61,9,8,51,51,41,47.67,2,4,3,4,3,3,4
Woman,76,49,91,39,10,29,92,58,51,51,63,61,57,56,50,29,70,51,81,50,27,29,28,72,51,41,37,43.00,3,3,4,2,3,3,3
Man,80,90,9,86,2,54,96,18,85,35,87,90,13,83,9,79,96,35,13,0,6,7,8,1,55,36,41,44.00,1,2,4,1,5,2,4
Woman,67,80,10,90,51,11,52,40,82,8,69,63,25,42,32,23,83,5,10,35,9,47,24,38,30,10,16,18.67,2,3,3,2,3,3,3
Man,72,41,62,20,51,40,72,20,71,21,71,50,51,62,10,60,60,41,51,21,0,10,8,31,51,62,63,58.67,3,1,5,3,2,3,3
Woman,72,91,1,81,70,19,100,30,61,10,51,76,29,51,29,50,81,50,30,30,9,9,19,9,67,66,66,66.33,3,2,5,4,2,2,5
Man,65,92,82,70,60,89,80,1,82,82,71,81,3,80,11,71,71,70,7,1,1,1,1,100,91,92,92,91.67,5,1,4,1,5,1,5
Woman,69,82,0,100,0,0,29,0,81,9,100,50,9,40,0,19,92,0,0,61,0,19,9,9,29,49,19,32.33,2,3,4,1,4,1,5
Man,69,91,20,71,7,51,98,40,81,29,91,81,10,91,10,20,80,10,71,18,21,3,10,19,83,71,74,76.00,4,2,4,4,3,4,3
Man,68,62,72,60,18,51,29,42,51,81,59,29,61,29,61,61,29,71,61,91,91,70,51,19,20,19,18,19.00,3,4,2,3,5,4,3
Man,44,51,9,32,42,26,77,59,18,38,40,13,37,15,100,59,17,75,93,68,67,90,44,13,15,9,8,10.67,2,4,1,3,3,3,2
Man,66,20,0,70,0,50,80,0,80,0,100,30,0,100,0,0,70,0,0,0,0,0,20,0,90,90,100,93.33,3,1,4,1,5,1,5
Man,69,82,2,29,10,30,100,40,40,14,49,32,9,40,0,22,19,1,5,51,71,71,4,3,52,31,52,45.00,3,1,5,2,4,2,2
Man,42,20,100,67,89,79,40,87,43,85,32,32,75,31,89,41,32,90,75,50,59,64,70,60,20,40,40,33.33,2,4,2,4,2,2,2
Woman,64,80,0,100,29,20,89,77,85,89,51,52,90,50,52,89,91,62,17,2,73,74,16,2,50,30,39,39.67,3,3,3,2,4,2,4